baseline_combo_exact,sfp_routed_combo_exact,delta,sfp_models_trained,unique_sfps_total,baseline_emotion,baseline_attitude,baseline_relationship,sfp_routed_emotion,sfp_routed_attitude,sfp_routed_relationship
0.0,0.0,0.0,7,42,13.79,13.79,24.14,13.79,17.24,27.59
